Prediction,Path
2,data/emnist_test/2_822.png
19,data/emnist_test/J_14974.png
2,data/emnist_test/2_1520.png
4,data/emnist_test/4_2491.png
3,data/emnist_test/3_2348.png
26,data/emnist_test/Q_20476.png
1,data/emnist_test/1_781.png
15,data/emnist_test/F_11955.png
18,data/emnist_test/I_13626.png
9,data/emnist_test/9_6712.png
21,data/emnist_test/L_16278.png
21,data/emnist_test/L_16282.png
10,data/emnist_test/A_7593.png
25,data/emnist_test/P_19390.png
7,data/emnist_test/7_5161.png
11,data/emnist_test/B_8264.png
20,data/emnist_test/K_15835.png
10,data/emnist_test/A_7499.png
22,data/emnist_test/M_16921.png
18,data/emnist_test/I_14087.png
17,data/emnist_test/H_13007.png
1,data/emnist_test/1_763.png
4,data/emnist_test/4_3169.png
5,data/emnist_test/5_3624.png
20,data/emnist_test/K_15453.png
1,data/emnist_test/1_672.png
14,data/emnist_test/E_11182.png
14,data/emnist_test/E_10895.png
25,data/emnist_test/P_19230.png
23,data/emnist_test/N_17787.png
25,data/emnist_test/P_19365.png
1,data/emnist_test/1_733.png
1,data/emnist_test/7_4812.png
6,data/emnist_test/6_4734.png
24,data/emnist_test/O_18530.png
15,data/emnist_test/F_11427.png
24,data/emnist_test/O_19000.png
22,data/emnist_test/M_16953.png
22,data/emnist_test/M_17515.png
3,data/emnist_test/3_2018.png
3,data/emnist_test/3_1687.png
26,data/emnist_test/Q_20227.png
25,data/emnist_test/P_19270.png
8,data/emnist_test/8_5949.png
26,data/emnist_test/Q_20372.png
9,data/emnist_test/9_6548.png
21,data/emnist_test/L_16043.png
22,data/emnist_test/M_17436.png
6,data/emnist_test/6_4730.png
19,data/emnist_test/J_14574.png
6,data/emnist_test/6_4115.png
17,data/emnist_test/P_19232.png
4,data/emnist_test/4_2848.png
4,data/emnist_test/4_2438.png
4,data/emnist_test/4_2625.png
10,data/emnist_test/A_7902.png
15,data/emnist_test/F_11745.png
12,data/emnist_test/C_9313.png
18,data/emnist_test/I_13808.png
12,data/emnist_test/C_9398.png
14,data/emnist_test/E_10799.png
2,data/emnist_test/2_1085.png
16,data/emnist_test/G_12048.png
19,data/emnist_test/J_14685.png
17,data/emnist_test/7_5515.png
23,data/emnist_test/N_17643.png
18,data/emnist_test/I_13736.png
6,data/emnist_test/6_4714.png
2,data/emnist_test/2_1193.png
18,data/emnist_test/I_14219.png
25,data/emnist_test/P_19391.png
1,data/emnist_test/8_6038.png
21,data/emnist_test/L_16056.png
22,data/emnist_test/M_17157.png
15,data/emnist_test/F_11924.png
26,data/emnist_test/Q_20528.png
22,data/emnist_test/M_16948.png
24,data/emnist_test/O_19023.png
14,data/emnist_test/E_10953.png
5,data/emnist_test/5_3846.png
15,data/emnist_test/F_11515.png
1,data/emnist_test/1_563.png
24,data/emnist_test/O_19086.png
20,data/emnist_test/K_15690.png
24,data/emnist_test/O_18723.png
2,data/emnist_test/2_1429.png
15,data/emnist_test/F_11526.png
2,data/emnist_test/2_1143.png
11,data/emnist_test/B_8082.png
14,data/emnist_test/E_10543.png
12,data/emnist_test/C_9083.png
2,data/emnist_test/2_813.png
16,data/emnist_test/G_12547.png
11,data/emnist_test/B_8266.png
1,data/emnist_test/1_593.png
12,data/emnist_test/C_9163.png
2,data/emnist_test/2_1526.png
11,data/emnist_test/B_8263.png
26,data/emnist_test/Q_20313.png
26,data/emnist_test/Q_20631.png
20,data/emnist_test/K_15952.png
20,data/emnist_test/K_15831.png
4,data/emnist_test/4_3044.png
4,data/emnist_test/4_2480.png
23,data/emnist_test/N_17947.png
11,data/emnist_test/B_8787.png
15,data/emnist_test/F_11222.png
24,data/emnist_test/O_18564.png
17,data/emnist_test/H_13198.png
23,data/emnist_test/N_17905.png
8,data/emnist_test/8_6102.png
6,data/emnist_test/6_4190.png
4,data/emnist_test/4_2876.png
24,data/emnist_test/O_18422.png
9,data/emnist_test/9_6810.png
26,data/emnist_test/Q_20602.png
9,data/emnist_test/C_9071.png
14,data/emnist_test/E_10655.png
25,data/emnist_test/P_19817.png
23,data/emnist_test/N_17846.png
4,data/emnist_test/4_2880.png
21,data/emnist_test/L_16398.png
11,data/emnist_test/B_8356.png
10,data/emnist_test/A_7992.png
2,data/emnist_test/2_1304.png
22,data/emnist_test/M_16871.png
1,data/emnist_test/1_712.png
22,data/emnist_test/M_16879.png
22,data/emnist_test/M_17093.png
11,data/emnist_test/B_8016.png
8,data/emnist_test/8_5642.png
12,data/emnist_test/C_9521.png
20,data/emnist_test/K_15807.png
4,data/emnist_test/4_2613.png
8,data/emnist_test/8_5724.png
16,data/emnist_test/G_12559.png
20,data/emnist_test/K_15437.png
13,data/emnist_test/D_10168.png
2,data/emnist_test/2_1061.png
25,data/emnist_test/P_19249.png
13,data/emnist_test/D_10150.png
16,data/emnist_test/G_12282.png
19,data/emnist_test/J_14687.png
13,data/emnist_test/D_10323.png
9,data/emnist_test/9_6981.png
21,data/emnist_test/L_16643.png
24,data/emnist_test/O_18793.png
20,data/emnist_test/K_15580.png
3,data/emnist_test/5_3677.png
25,data/emnist_test/P_19697.png
24,data/emnist_test/O_18797.png
14,data/emnist_test/E_11114.png
5,data/emnist_test/5_3840.png
19,data/emnist_test/J_14794.png
6,data/emnist_test/6_4577.png
12,data/emnist_test/C_9573.png
15,data/emnist_test/F_11464.png
16,data/emnist_test/G_12732.png
5,data/emnist_test/5_3695.png
12,data/emnist_test/C_8887.png
20,data/emnist_test/K_15841.png
3,data/emnist_test/3_1834.png
25,data/emnist_test/P_19523.png
25,data/emnist_test/P_19302.png
9,data/emnist_test/C_8807.png
13,data/emnist_test/D_10109.png
18,data/emnist_test/I_14179.png
9,data/emnist_test/9_7141.png
13,data/emnist_test/D_10379.png
11,data/emnist_test/B_8548.png
10,data/emnist_test/A_7981.png
1,data/emnist_test/1_494.png
2,data/emnist_test/2_1589.png
24,data/emnist_test/O_18871.png
19,data/emnist_test/J_15130.png
26,data/emnist_test/Q_20793.png
12,data/emnist_test/C_9578.png
13,data/emnist_test/D_10265.png
6,data/emnist_test/6_4153.png
23,data/emnist_test/N_18047.png
8,data/emnist_test/8_5635.png
10,data/emnist_test/A_7255.png
7,data/emnist_test/7_5564.png
18,data/emnist_test/I_13940.png
1,data/emnist_test/1_426.png
3,data/emnist_test/3_1720.png
5,data/emnist_test/5_3622.png
6,data/emnist_test/6_4756.png
16,data/emnist_test/G_12382.png
2,data/emnist_test/2_901.png
16,data/emnist_test/G_12601.png
1,data/emnist_test/L_16785.png
16,data/emnist_test/G_12027.png
16,data/emnist_test/G_12542.png
9,data/emnist_test/9_6604.png
22,data/emnist_test/M_17465.png
22,data/emnist_test/M_17507.png
10,data/emnist_test/A_7379.png
3,data/emnist_test/3_1846.png
20,data/emnist_test/K_15949.png
8,data/emnist_test/8_6342.png
12,data/emnist_test/C_9039.png
22,data/emnist_test/M_17129.png
10,data/emnist_test/A_7491.png
4,data/emnist_test/4_2888.png
14,data/emnist_test/E_10425.png
26,data/emnist_test/Q_20028.png
17,data/emnist_test/H_13536.png
17,data/emnist_test/H_13014.png
15,data/emnist_test/F_11561.png
22,data/emnist_test/M_17358.png
12,data/emnist_test/C_9295.png
23,data/emnist_test/N_17961.png
13,data/emnist_test/D_9797.png
14,data/emnist_test/E_11165.png
23,data/emnist_test/N_18106.png
23,data/emnist_test/N_18275.png
25,data/emnist_test/P_19937.png
12,data/emnist_test/8_5892.png
14,data/emnist_test/E_10468.png
14,data/emnist_test/E_10771.png
14,data/emnist_test/E_10691.png
18,data/emnist_test/I_13659.png
23,data/emnist_test/N_17828.png
5,data/emnist_test/5_3861.png
8,data/emnist_test/8_5719.png
7,data/emnist_test/7_5016.png
23,data/emnist_test/N_18078.png
21,data/emnist_test/L_16545.png
7,data/emnist_test/P_19455.png
25,data/emnist_test/P_19301.png
14,data/emnist_test/E_10748.png
10,data/emnist_test/A_7995.png
17,data/emnist_test/H_13292.png
16,data/emnist_test/G_12483.png
4,data/emnist_test/4_2912.png
20,data/emnist_test/K_15828.png
20,data/emnist_test/K_15616.png
23,data/emnist_test/N_18063.png
24,data/emnist_test/O_18717.png
20,data/emnist_test/K_15381.png
24,data/emnist_test/O_18681.png
10,data/emnist_test/A_7773.png
4,data/emnist_test/4_2799.png
11,data/emnist_test/B_8386.png
23,data/emnist_test/N_17893.png
3,data/emnist_test/3_2210.png
2,data/emnist_test/2_1569.png
6,data/emnist_test/6_4195.png
19,data/emnist_test/J_15136.png
3,data/emnist_test/3_1911.png
17,data/emnist_test/H_13309.png
6,data/emnist_test/6_4785.png
2,data/emnist_test/2_1244.png
6,data/emnist_test/6_4487.png
1,data/emnist_test/1_483.png
21,data/emnist_test/L_16313.png
22,data/emnist_test/M_17187.png
2,data/emnist_test/2_1460.png
24,data/emnist_test/O_18844.png
10,data/emnist_test/A_7615.png
25,data/emnist_test/P_19590.png
6,data/emnist_test/6_4233.png
16,data/emnist_test/G_12697.png
8,data/emnist_test/8_5925.png
14,data/emnist_test/E_10661.png
26,data/emnist_test/Q_20256.png
15,data/emnist_test/F_11693.png
16,data/emnist_test/G_12192.png
26,data/emnist_test/Q_20663.png
10,data/emnist_test/A_7395.png
18,data/emnist_test/I_13657.png
17,data/emnist_test/H_13438.png
20,data/emnist_test/K_15285.png
19,data/emnist_test/J_15147.png
10,data/emnist_test/A_7797.png
3,data/emnist_test/3_2225.png
18,data/emnist_test/I_14137.png
11,data/emnist_test/B_8570.png
21,data/emnist_test/L_16662.png
19,data/emnist_test/J_14640.png
21,data/emnist_test/L_16120.png
18,data/emnist_test/I_13980.png
20,data/emnist_test/K_15461.png
2,data/emnist_test/2_1129.png
19,data/emnist_test/J_15170.png
23,data/emnist_test/N_18154.png
10,data/emnist_test/A_7709.png
10,data/emnist_test/A_7506.png
17,data/emnist_test/H_13456.png
7,data/emnist_test/7_5511.png
6,data/emnist_test/6_4355.png
17,data/emnist_test/H_13550.png
18,data/emnist_test/I_13953.png
26,data/emnist_test/Q_20141.png
2,data/emnist_test/2_1515.png
26,data/emnist_test/Q_20454.png
7,data/emnist_test/7_4902.png
22,data/emnist_test/M_17217.png
15,data/emnist_test/F_11607.png
15,data/emnist_test/F_11415.png
18,data/emnist_test/I_13608.png
3,data/emnist_test/3_2313.png
14,data/emnist_test/E_11191.png
9,data/emnist_test/C_9196.png
23,data/emnist_test/N_17690.png
23,data/emnist_test/D_10132.png
15,data/emnist_test/F_11947.png
12,data/emnist_test/C_9309.png
19,data/emnist_test/J_14541.png
2,data/emnist_test/2_1127.png
9,data/emnist_test/9_6938.png
3,data/emnist_test/3_1913.png
16,data/emnist_test/G_12308.png
9,data/emnist_test/C_9566.png
2,data/emnist_test/2_1222.png
17,data/emnist_test/H_13425.png
13,data/emnist_test/D_9926.png
11,data/emnist_test/B_8654.png
3,data/emnist_test/3_2259.png
8,data/emnist_test/8_6331.png
16,data/emnist_test/4_2408.png
10,data/emnist_test/A_7622.png
9,data/emnist_test/9_6703.png
12,data/emnist_test/C_9072.png
15,data/emnist_test/4_2960.png
16,data/emnist_test/G_12727.png
20,data/emnist_test/K_15479.png
23,data/emnist_test/N_17861.png
19,data/emnist_test/J_14963.png
23,data/emnist_test/N_18230.png
16,data/emnist_test/G_12510.png
10,data/emnist_test/A_7711.png
5,data/emnist_test/5_3250.png
4,data/emnist_test/4_2718.png
10,data/emnist_test/A_7574.png
1,data/emnist_test/1_93.png
4,data/emnist_test/4_2760.png
18,data/emnist_test/I_13784.png
10,data/emnist_test/A_7405.png
8,data/emnist_test/8_6004.png
1,data/emnist_test/1_65.png
8,data/emnist_test/8_5987.png
13,data/emnist_test/D_10173.png
24,data/emnist_test/O_19091.png
22,data/emnist_test/M_17554.png
14,data/emnist_test/E_10911.png
17,data/emnist_test/H_12801.png
7,data/emnist_test/7_5042.png
15,data/emnist_test/F_11835.png
11,data/emnist_test/B_8295.png
11,data/emnist_test/B_8384.png
25,data/emnist_test/P_19992.png
21,data/emnist_test/L_16597.png
10,data/emnist_test/A_7509.png
18,data/emnist_test/I_13823.png
26,data/emnist_test/Q_20649.png
26,data/emnist_test/Q_20243.png
9,data/emnist_test/9_6786.png
14,data/emnist_test/E_11096.png
23,data/emnist_test/N_18359.png
21,data/emnist_test/L_16709.png
7,data/emnist_test/7_5302.png
4,data/emnist_test/4_3123.png
19,data/emnist_test/J_15052.png
2,data/emnist_test/B_8497.png
5,data/emnist_test/5_3892.png
25,data/emnist_test/P_19521.png
24,data/emnist_test/O_18865.png
2,data/emnist_test/2_1295.png
6,data/emnist_test/6_4212.png
14,data/emnist_test/E_10450.png
26,data/emnist_test/Q_20027.png
23,data/emnist_test/N_18017.png
26,data/emnist_test/Q_20440.png
15,data/emnist_test/F_11354.png
13,data/emnist_test/D_10391.png
16,data/emnist_test/G_12688.png
14,data/emnist_test/E_10617.png
15,data/emnist_test/F_11669.png
8,data/emnist_test/8_6123.png
19,data/emnist_test/J_14456.png
14,data/emnist_test/E_10824.png
5,data/emnist_test/5_3227.png
9,data/emnist_test/9_7014.png
12,data/emnist_test/C_9029.png
21,data/emnist_test/L_16417.png
18,data/emnist_test/I_14139.png
7,data/emnist_test/7_5036.png
13,data/emnist_test/D_9655.png
15,data/emnist_test/F_11514.png
20,data/emnist_test/K_15800.png
2,data/emnist_test/2_889.png
10,data/emnist_test/A_7816.png
12,data/emnist_test/C_8829.png
25,data/emnist_test/P_19446.png
3,data/emnist_test/3_2395.png
19,data/emnist_test/J_14551.png
15,data/emnist_test/F_11424.png
14,data/emnist_test/E_10758.png
12,data/emnist_test/9_6733.png
14,data/emnist_test/E_10645.png
1,data/emnist_test/H_13061.png
24,data/emnist_test/O_18835.png
2,data/emnist_test/2_933.png
26,data/emnist_test/Q_20736.png
19,data/emnist_test/J_14773.png
8,data/emnist_test/8_6261.png
19,data/emnist_test/J_15193.png
13,data/emnist_test/D_10394.png
17,data/emnist_test/G_12797.png
16,data/emnist_test/G_12261.png
16,data/emnist_test/G_12690.png
20,data/emnist_test/K_15964.png
2,data/emnist_test/2_1121.png
11,data/emnist_test/B_8546.png
3,data/emnist_test/3_1849.png
6,data/emnist_test/6_4783.png
17,data/emnist_test/H_13125.png
14,data/emnist_test/E_10787.png
1,data/emnist_test/1_597.png
24,data/emnist_test/O_18949.png
14,data/emnist_test/E_10609.png
20,data/emnist_test/K_15290.png
26,data/emnist_test/Q_20592.png
26,data/emnist_test/Q_20429.png
16,data/emnist_test/G_12036.png
13,data/emnist_test/D_10246.png
24,data/emnist_test/O_18670.png
2,data/emnist_test/2_1433.png
6,data/emnist_test/6_4584.png
13,data/emnist_test/D_10287.png
12,data/emnist_test/C_9312.png
16,data/emnist_test/G_12526.png
3,data/emnist_test/3_1704.png
9,data/emnist_test/9_6940.png
20,data/emnist_test/K_15214.png
4,data/emnist_test/4_2817.png
3,data/emnist_test/3_1708.png
13,data/emnist_test/D_9712.png
15,data/emnist_test/F_11414.png
1,data/emnist_test/1_527.png
14,data/emnist_test/E_10608.png
14,data/emnist_test/E_10783.png
18,data/emnist_test/I_13732.png
25,data/emnist_test/P_19555.png
22,data/emnist_test/M_17084.png
2,data/emnist_test/2_1430.png
13,data/emnist_test/D_9938.png
23,data/emnist_test/N_18366.png
23,data/emnist_test/N_18033.png
15,data/emnist_test/F_11420.png
6,data/emnist_test/7_5378.png
9,data/emnist_test/9_6411.png
19,data/emnist_test/J_14838.png
4,data/emnist_test/4_3087.png
1,data/emnist_test/1_266.png
20,data/emnist_test/K_15671.png
14,data/emnist_test/E_11027.png
14,data/emnist_test/E_10909.png
13,data/emnist_test/D_10397.png
1,data/emnist_test/1_328.png
2,data/emnist_test/2_1161.png
26,data/emnist_test/Q_20723.png
21,data/emnist_test/L_16683.png
26,data/emnist_test/Q_20397.png
7,data/emnist_test/H_12844.png
1,data/emnist_test/1_186.png
13,data/emnist_test/D_9654.png
7,data/emnist_test/7_5344.png
10,data/emnist_test/A_7834.png
12,data/emnist_test/C_9020.png
15,data/emnist_test/F_11265.png
9,data/emnist_test/C_9322.png
8,data/emnist_test/8_6072.png
2,data/emnist_test/2_1529.png
6,data/emnist_test/6_4188.png
26,data/emnist_test/Q_20415.png
10,data/emnist_test/A_7309.png
25,data/emnist_test/P_19279.png
9,data/emnist_test/C_8880.png
1,data/emnist_test/1_25.png
21,data/emnist_test/L_16603.png
17,data/emnist_test/H_13345.png
12,data/emnist_test/C_9290.png
16,data/emnist_test/G_12589.png
26,data/emnist_test/Q_20063.png
10,data/emnist_test/A_7739.png
6,data/emnist_test/6_4271.png
23,data/emnist_test/N_17937.png
7,data/emnist_test/7_4844.png
6,data/emnist_test/6_4706.png
9,data/emnist_test/9_7174.png
4,data/emnist_test/4_2556.png
11,data/emnist_test/B_8168.png
19,data/emnist_test/J_14770.png
15,data/emnist_test/F_11678.png
4,data/emnist_test/5_3620.png
21,data/emnist_test/L_16391.png
22,data/emnist_test/L_16418.png
14,data/emnist_test/E_11055.png
26,data/emnist_test/Q_20739.png
19,data/emnist_test/J_14744.png
9,data/emnist_test/9_6796.png
4,data/emnist_test/4_2944.png
23,data/emnist_test/N_17870.png
26,data/emnist_test/Q_20701.png
14,data/emnist_test/E_10433.png
4,data/emnist_test/G_12465.png
18,data/emnist_test/I_13765.png
10,data/emnist_test/A_7201.png
21,data/emnist_test/L_16306.png
6,data/emnist_test/6_4636.png
12,data/emnist_test/C_9326.png
12,data/emnist_test/9_7162.png
22,data/emnist_test/M_17492.png
13,data/emnist_test/D_10237.png
10,data/emnist_test/A_7743.png
11,data/emnist_test/B_8538.png
14,data/emnist_test/E_11013.png
7,data/emnist_test/7_5482.png
11,data/emnist_test/B_8591.png
13,data/emnist_test/D_9701.png
3,data/emnist_test/3_2030.png
11,data/emnist_test/B_8500.png
13,data/emnist_test/E_10900.png
25,data/emnist_test/P_19535.png
4,data/emnist_test/4_2891.png
14,data/emnist_test/E_10948.png
24,data/emnist_test/O_18759.png
17,data/emnist_test/H_13453.png
19,data/emnist_test/J_15077.png
2,data/emnist_test/2_1265.png
18,data/emnist_test/I_13674.png
7,data/emnist_test/Q_20364.png
17,data/emnist_test/H_12967.png
11,data/emnist_test/B_8419.png
23,data/emnist_test/N_18029.png
8,data/emnist_test/8_6246.png
23,data/emnist_test/N_17723.png
7,data/emnist_test/P_19338.png
25,data/emnist_test/P_19916.png
17,data/emnist_test/H_13488.png
24,data/emnist_test/D_9752.png
17,data/emnist_test/H_13304.png
8,data/emnist_test/8_5733.png
1,data/emnist_test/1_382.png
8,data/emnist_test/8_5851.png
24,data/emnist_test/O_18609.png
11,data/emnist_test/B_8743.png
1,data/emnist_test/1_113.png
4,data/emnist_test/4_2590.png
21,data/emnist_test/L_16689.png
9,data/emnist_test/C_9368.png
9,data/emnist_test/9_7136.png
17,data/emnist_test/H_13096.png
21,data/emnist_test/L_16494.png
19,data/emnist_test/J_15022.png
25,data/emnist_test/P_19882.png
24,data/emnist_test/O_19120.png
20,data/emnist_test/K_15761.png
2,data/emnist_test/2_1485.png
19,data/emnist_test/J_14967.png
15,data/emnist_test/F_11830.png
16,data/emnist_test/G_12118.png
5,data/emnist_test/5_3399.png
14,data/emnist_test/E_10562.png
14,data/emnist_test/E_11025.png
16,data/emnist_test/G_12605.png
2,data/emnist_test/2_1358.png
15,data/emnist_test/F_11358.png
13,data/emnist_test/D_9683.png
22,data/emnist_test/M_17103.png
20,data/emnist_test/K_15612.png
25,data/emnist_test/P_19907.png
9,data/emnist_test/9_6536.png
2,data/emnist_test/2_1582.png
10,data/emnist_test/A_7673.png
26,data/emnist_test/Q_20758.png
20,data/emnist_test/K_15428.png
13,data/emnist_test/D_9651.png
15,data/emnist_test/F_11616.png
22,data/emnist_test/E_10475.png
23,data/emnist_test/L_16478.png
4,data/emnist_test/4_2687.png
20,data/emnist_test/K_15872.png
17,data/emnist_test/H_13028.png
8,data/emnist_test/8_6389.png
10,data/emnist_test/A_7843.png
6,data/emnist_test/6_4045.png
22,data/emnist_test/M_17367.png
12,data/emnist_test/9_6887.png
6,data/emnist_test/6_4413.png
2,data/emnist_test/2_979.png
20,data/emnist_test/K_15858.png
22,data/emnist_test/M_16985.png
12,data/emnist_test/C_8877.png
15,data/emnist_test/F_11800.png
21,data/emnist_test/N_17974.png
20,data/emnist_test/K_15857.png
24,data/emnist_test/O_18531.png
26,data/emnist_test/Q_20024.png
24,data/emnist_test/O_18470.png
10,data/emnist_test/A_7837.png
24,data/emnist_test/O_18988.png
1,data/emnist_test/1_661.png
11,data/emnist_test/B_8559.png
6,data/emnist_test/6_4324.png
22,data/emnist_test/M_17592.png
1,data/emnist_test/1_374.png
14,data/emnist_test/E_10798.png
9,data/emnist_test/C_9455.png
25,data/emnist_test/P_19760.png
16,data/emnist_test/G_12606.png
21,data/emnist_test/L_16703.png
19,data/emnist_test/J_14643.png
21,data/emnist_test/L_16160.png
13,data/emnist_test/D_9746.png
6,data/emnist_test/6_4791.png
14,data/emnist_test/E_10638.png
13,data/emnist_test/D_9870.png
20,data/emnist_test/K_15844.png
20,data/emnist_test/K_15304.png
20,data/emnist_test/K_15777.png
18,data/emnist_test/I_13682.png
14,data/emnist_test/E_10785.png
15,data/emnist_test/F_11268.png
26,data/emnist_test/Q_20504.png
3,data/emnist_test/3_1965.png
12,data/emnist_test/C_8996.png
9,data/emnist_test/9_6509.png
11,data/emnist_test/B_8479.png
24,data/emnist_test/O_19104.png
23,data/emnist_test/N_17837.png
22,data/emnist_test/M_17379.png
13,data/emnist_test/D_10286.png
12,data/emnist_test/9_6551.png
5,data/emnist_test/5_3877.png
5,data/emnist_test/5_3595.png
24,data/emnist_test/O_18684.png
7,data/emnist_test/7_5058.png
21,data/emnist_test/L_16101.png
17,data/emnist_test/H_13327.png
11,data/emnist_test/B_8745.png
19,data/emnist_test/J_14446.png
24,data/emnist_test/O_19063.png
22,data/emnist_test/M_17267.png
10,data/emnist_test/A_7680.png
14,data/emnist_test/E_11100.png
14,data/emnist_test/E_10500.png
17,data/emnist_test/H_13505.png
26,data/emnist_test/Q_20402.png
26,data/emnist_test/1_555.png
25,data/emnist_test/P_19549.png
12,data/emnist_test/C_9377.png
13,data/emnist_test/D_9632.png
13,data/emnist_test/D_10296.png
4,data/emnist_test/4_2638.png
13,data/emnist_test/D_9796.png
24,data/emnist_test/O_19168.png
14,data/emnist_test/E_10494.png
25,data/emnist_test/P_19541.png
21,data/emnist_test/L_16788.png
11,data/emnist_test/B_8763.png
19,data/emnist_test/J_14578.png
10,data/emnist_test/A_7980.png
3,data/emnist_test/3_2085.png
17,data/emnist_test/H_13081.png
20,data/emnist_test/K_15330.png
20,data/emnist_test/K_15408.png
24,data/emnist_test/O_18820.png
1,data/emnist_test/1_356.png
3,data/emnist_test/3_1802.png
22,data/emnist_test/M_17278.png
1,data/emnist_test/1_739.png
9,data/emnist_test/9_6614.png
1,data/emnist_test/1_332.png
23,data/emnist_test/N_18140.png
19,data/emnist_test/J_14567.png
19,data/emnist_test/J_14736.png
21,data/emnist_test/L_16562.png
8,data/emnist_test/8_5730.png
